"","Country","Code","Year","Unsafe.water.source..deaths.","Poor.sanitation..deaths.","No.access.to.handwashing.facility..deaths.","Household.air.pollution..deaths.","Outdoor.air.pollution..deaths.","Non.exclusive.breastfeeding..deaths.","Discontinued.breastfeeding..deaths.","Child.wasting..deaths.","Child.stunting..deaths.","Low.birth.weight..deaths.","Secondhand.smoke..deaths.","Alcohol.use..deaths.","Drug.use..deaths.","Diet.low.in.fruits..deaths.","Diet.low.in.vegetables..deaths.","Unsafe.sex..deaths.","Low.physical.activity..deaths.","High.blood.sugar..deaths.","High.cholesterol..deaths.","High.body.mass.index..obesity...deaths.","High.blood.pressure..deaths.","Smoking..deaths.","Iron.deficiency..deaths.","Zinc.deficiency..deaths.","Vitamin.A.deficiency..deaths.","Low.bone.mineral.density..deaths.","Life.expectancy"
"386","Denmark","DNK",1990,5.47333422953,4.28681638671,13.0516226286,72.3932536918,3199.3715199,2.00151514933,0.13437768829,5.13610738433,0.254385173051,122.201195295,534.001052722,5110.06094926,487.226469145,2982.36754307,2938.9180432,432.043794515,2605.55429363,5046.32882901,9981.58525483,4680.63691114,16514.6764744,14593.813585,1.70020640082,0.1769715067,0.0266718224599,923.18858588,NA
"387","Denmark","DNK",1995,6.05863218702,4.44164844614,14.8782480135,54.2424988221,2982.25158131,1.49530030562,0.103009614914,3.84916960367,0.158377333503,103.422944991,507.594369505,5378.05547293,563.580212599,2569.11561168,2645.71769118,541.543483393,2509.68191608,5178.65752496,9281.20804562,4726.29959407,15714.5540251,14939.4385417,1.27312943782,0.207597013113,0.0178370127068,965.718614926,NA
"388","Denmark","DNK",2000,6.58792339805,3.96199136179,15.0377061355,41.8861613798,2461.44168442,1.13619193296,0.0871660469674,2.72572525434,0.105790932965,96.0564349366,396.30873683,5856.72091942,549.368873123,1752.01936004,1931.87662472,273.556618145,2049.70269539,5029.64913297,6883.8976815,4518.89529069,12819.4520032,13989.7118365,0.943099928126,0.200475974889,0.0106575776804,808.215986905,76.9
"389","Denmark","DNK",2005,12.487370674,6.03863854304,20.625444876,35.8648342493,2107.922937,1.29776614493,0.123191799449,2.60481501506,0.105199163441,96.0249835666,318.130539654,6063.33436071,567.941145443,1265.27030828,1459.41590391,248.312551424,1714.66404407,4912.40265423,5284.78872992,4359.58450632,10875.3142041,13235.1037634,0.843620006414,0.22130516498,0.0150081048435,632.596832455,78.1
"390","Denmark","DNK",2006,13.971411125,6.55128760065,21.833631957,34.3541281627,2061.23350339,1.28896146944,0.126721184826,2.50093912285,0.100741493888,91.4235956704,306.013112351,5987.94127008,575.728697607,1186.20339053,1379.3909129,232.63531734,1645.14127935,4857.38947396,5034.942631,4318.66447326,10514.9445281,13024.5910367,1.09319385018,0.21076912842,0.0145795385641,623.79880498,78.1
"391","Denmark","DNK",2010,17.9529867428,7.39656757378,24.742009593,28.5863222937,1901.59590532,1.28231496777,0.145092083936,2.27993362668,0.0897442469405,80.2267544418,274.950927197,5436.26892737,598.541320566,993.98549417,1141.31038653,221.311978874,1421.19298547,4651.83086874,4205.86522333,4116.47515113,9269.28571009,12198.9897658,1.74785952268,0.192516546634,0.0132344172782,579.160840691,79.2
"392","Denmark","DNK",2016,18.7028407748,6.90559199268,24.9583105464,22.7576091123,1806.35872629,1.26507843282,0.145805794048,2.06501773276,0.0800603138262,78.5682128235,275.859044544,4842.60429509,584.022953791,959.107760132,1055.68645954,199.490992941,1341.09168267,4558.81791559,3926.67626975,4001.5349257,8790.16621703,11167.0953041,1.07498107641,0.16306858441,0.0112169074322,597.140821177,NA
"393","Djibouti","DJI",1990,306.462988072,260.049478886,302.535206024,455.271176956,339.150283156,104.62664116,5.1890264096,1168.41891194,195.744294992,304.043788924,146.816942093,26.4139360816,2.29420017587,116.180540589,66.0066302322,49.6899956733,21.9309257539,105.927862622,75.6328663356,60.9838626516,317.990235105,189.921687291,6.86767372317,30.8539518003,65.4088856757,16.0227900342,NA
"394","Djibouti","DJI",1995,358.671981361,302.098833097,342.517295961,426.290202889,380.670963829,117.265879076,6.58308738913,1293.99663475,235.680150015,339.970108385,162.846234335,25.7674226988,3.26700032698,137.231780803,81.354925127,129.937396419,27.2927866128,136.299844189,100.422846989,84.2412289731,390.127270288,223.45929911,7.80746837085,36.5820814626,98.3379696309,20.3530033739,NA
"395","Djibouti","DJI",2000,366.812642685,305.043210299,343.164507845,335.226967455,399.202342053,121.870723705,7.23075818257,1280.95958675,205.044646549,354.712822219,161.007349527,28.8990744754,4.90454592586,149.936666041,92.9069147533,396.137569257,33.1379482694,176.385767895,119.849361781,117.423008451,448.625726248,254.598144233,8.72549964457,31.1527130051,96.3345162115,24.3850259664,57.4
"396","Djibouti","DJI",2005,355.299513293,290.082667291,323.775702872,268.113273916,372.500987817,114.722537893,8.49249525443,1096.43716135,144.226414712,342.438951678,142.419572822,35.7122086942,7.019524976,167.846192716,104.375764154,739.810331373,40.5853141368,230.972051876,137.386188268,176.913249122,513.290346221,295.684668448,9.24897638886,27.0674768265,24.0106138094,28.884776318,58.6
"397","Djibouti","DJI",2006,361.223793835,293.173688772,324.307233986,263.361440936,374.540528652,116.065868783,9.08777691312,1061.80838779,129.280265172,336.24239527,139.133697973,44.5021247158,7.46946006683,171.775973865,106.533106808,771.316403891,42.0850019541,243.51099402,141.361487137,193.149452445,528.362404126,308.165896479,9.1551579923,26.7599607182,15.1236463226,35.5809418126,59.1
"398","Djibouti","DJI",2010,305.439656351,238.738718828,279.702621116,239.779705713,381.646175819,95.2685377298,6.77746162661,849.31376048,103.176958158,311.531698022,131.091691984,42.7681786208,9.44634435577,190.979383474,117.794340243,804.555460536,49.9932459158,303.04035492,162.248021882,271.221591526,607.217907127,384.05960314,8.66401107335,18.5566058075,9.80666343144,34.8935542085,61.3
"399","Djibouti","DJI",2016,229.889559773,171.017578437,211.768359471,183.873556047,432.647334929,54.4470132342,3.16828482331,501.391878235,51.3428314837,249.958574427,105.101165858,54.8300073905,12.4646369982,214.24739369,131.857005394,695.470318246,59.5483031531,371.460877995,190.084992045,374.927416165,708.889789734,409.890771429,7.45471763541,9.00322244024,4.38021844172,42.9124364317,NA
"400","Dominica","DMA",1990,1.91092906793,1.5909210248,2.43092759778,25.157611109,20.3760895692,0.752096590769,0.0712087443816,2.67018111033,0.259019415998,6.45508900732,5.84657228286,33.7745536666,2.43794443448,17.8355438963,18.9246259447,7.51221617219,13.9916171103,89.0614289978,32.7053284224,50.1244949227,115.829787215,24.8740867016,0.0350781404716,0.0508857736271,0.0218415169626,1.42975748721,NA
"401","Dominica","DMA",1995,1.77470275195,1.39140214312,2.32716899238,17.705713388,21.9687584693,0.620636225051,0.0529417343237,1.90527008403,0.18078517019,6.71976174022,6.78326310761,35.0599848999,2.95922037485,18.8115058775,19.6605491092,10.0234572366,15.1297987561,106.964252464,34.981781646,59.8950735285,121.943854866,29.1319800925,0.0487882723061,0.0412435490281,0.0142907460356,1.62628429509,NA
"402","Dominica","DMA",2000,1.14790392505,0.815298930058,1.75059172648,10.2317626626,18.0518578154,0.42710471121,0.0279081694876,1.18980623901,0.102904034367,6.05719965025,5.72821013663,28.7054463901,3.04624401378,15.5099618756,15.2606418511,12.5870549417,12.3136269918,101.807899317,27.4558940778,57.0566962372,103.868464779,25.3102762872,0.0299312551663,0.0247978340246,0.00539833047786,1.67947789281,NA
"403","Dominica","DMA",2005,0.824377286722,0.549107291374,1.63501457755,7.61310893486,17.8373837697,0.376339751614,0.0184444045664,0.941370531478,0.088437475361,6.02592540545,5.52174613992,29.2061524874,3.38313669658,15.3748191465,14.8714645104,9.79572696937,12.3820651569,105.215209989,26.9100343855,60.3330255245,107.757701262,26.1675048278,0.0143438902452,0.018418609805,0.00327571311603,1.99511907761,NA
"404","Dominica","DMA",2006,0.808663634461,0.531483623582,1.62163617276,7.20386661355,17.7105069454,0.365934319558,0.0175036008258,0.889551757829,0.0835726553389,5.90434380088,5.60912952668,29.2617100844,3.42659806699,15.411428416,14.9944587999,10.6913974284,12.524000405,107.314517855,27.2962292125,61.6300786833,109.504297386,26.4699579081,0.0158177642,0.0173971601606,0.00306915258403,2.02669522624,NA
"405","Dominica","DMA",2010,0.781021543096,0.486224815844,1.6171904495,5.80857618554,17.0291172812,0.392226188096,0.0177512359317,0.934220459006,0.0874623958314,6.12783070493,5.74636241603,32.4257854589,3.87502950559,15.3655425678,15.0494469437,9.12572172834,12.8126941107,112.977841628,28.1352185112,67.8853237595,117.011941683,28.6124353618,0.0437426765009,0.0173503577856,0.00289664905327,2.38753183753,NA
"406","Dominica","DMA",2016,0.765170303926,0.44927421382,1.64343491035,4.43855215883,21.286835895,0.395277598895,0.0164467931497,0.906920566734,0.082000935248,6.44524114122,6.15478329352,38.4130230604,4.9779306421,17.2398942605,16.9652349799,9.41412488077,14.1922018904,125.43454387,31.8525280085,79.7774437938,134.593295158,33.4697770351,0.0223993530461,0.015883876659,0.00267604883289,2.40840579199,NA
"407","Dominican Republic","DOM",1990,1698.50944575,1265.48219113,970.918529074,1529.60130797,1625.52013163,813.133721469,144.585380357,2358.15165912,296.279431815,2877.1160437,421.245828499,1317.41099955,257.083107174,583.049205423,1534.31223911,502.69304562,949.778951346,2383.62210895,2650.93914851,1908.72821554,5648.18769737,3158.21931991,9.04816872148,111.504443493,20.2313220545,99.1416969663,NA
"408","Dominican Republic","DOM",1995,1157.5002163,888.777556614,740.295108548,1181.82867168,1770.2778845,522.828527931,91.0223945742,1533.78140178,167.229077072,2625.45192205,447.222992064,1701.65367043,306.081396335,841.058531514,1654.25052567,1762.20415075,1065.63285052,2945.25717351,2855.75336767,2182.1369498,6534.24678321,3819.54516424,7.63339366282,83.013131094,9.28582413874,131.949096777,NA
"409","Dominican Republic","DOM",2000,674.012253572,464.599562695,507.953738948,901.637028333,2154.9178575,289.901924254,44.3937017415,903.28905321,87.4061087652,2242.00306238,422.824080606,1862.43023178,334.44412567,861.124867064,1689.29102679,3802.28418818,1169.19809911,3392.25939647,3065.07441858,2351.08570931,7263.96796781,4306.54265569,5.88510675502,45.7513642905,2.64803415618,150.937425365,72
"410","Dominican Republic","DOM",2005,503.06886356,299.844428662,455.636588673,890.47698729,2144.51383585,234.724514392,27.5672224137,780.765051652,71.7775617879,2274.38385118,458.246261236,1945.15729218,357.57167279,737.026495976,1878.37867616,5114.18192211,1367.75787037,4042.70521483,3540.81947624,2770.04056369,8515.36510573,4392.76330926,7.12200735666,28.9996957314,1.52664070619,163.158837595,69.7
"411","Dominican Republic","DOM",2006,479.93351219,276.34458613,448.621950563,892.805802683,2211.26483162,225.418087016,25.6142042385,734.107832093,69.3699315937,2224.17941342,461.898806141,1978.22281635,362.845863663,700.82311911,1946.41299012,5123.25725632,1427.69222486,4183.73520075,3711.76823729,2917.53789717,8891.19492086,4431.06727462,6.90331490322,26.453450028,1.36943512594,168.905324192,72.3
"412","Dominican Republic","DOM",2010,391.553577376,199.755042668,415.666988191,868.06599031,2453.87225196,179.949232487,18.3494922168,534.129158505,56.3041517657,1975.31258889,468.541625344,2088.62103887,372.354920636,515.273986563,2213.74173541,4570.70192587,1685.49023902,4744.2851098,4407.98538575,3575.31573352,10404.5674325,4398.10321505,6.18693301939,16.8888764207,0.843049564914,189.003484363,72.7
"413","Dominican Republic","DOM",2016,325.760055023,142.69726908,376.246910721,746.640686682,2964.22745939,127.137648226,13.7222530865,346.733338899,33.2076698689,1549.49757756,498.953037783,2546.09619613,477.946453782,373.020675876,2528.3133516,3778.96275617,2046.74768798,5814.77280863,5377.04963966,4770.2476691,12587.3076085,4678.66215415,6.1508909642,10.4254332187,0.471251326765,227.924815121,NA
"414","East Asia","",1990,52396.431137,51776.1150747,40629.8888333,1307178.36962,916181.152736,49205.4304355,2335.78972314,237777.903041,51896.414988,245969.953289,290444.874133,479854.475078,58989.1172583,583905.15119,262124.91671,31088.8490792,106733.958245,505203.93913,315354.716974,328652.232029,1412895.89428,1450407.08284,3126.91374011,6412.41969301,5627.34089629,32112.9758547,NA
"415","East Asia","",1995,32848.2952071,32163.4261955,25332.8204442,1294633.76492,994468.826059,32266.9494957,1571.63856719,199221.840373,32207.9709848,170785.851577,284844.860326,589739.385115,70710.0279595,630811.303229,269043.901971,33978.3494623,124670.924845,586839.605368,372315.752027,417893.372196,1595829.43664,1652182.78783,2750.86764026,3495.20480759,3129.119639,38727.6124089,NA
"416","East Asia","",2000,17868.7373922,16532.282632,15843.0743051,1166211.08005,1045958.90424,17901.5321025,865.239039083,117692.207769,14995.6751872,112124.372865,264554.874683,621868.481958,68232.3538951,680209.336064,269944.662181,40405.0519568,155478.975868,692987.781171,473487.277355,494765.450977,1839312.37926,1836429.0426,1438.33351928,1408.89614148,1119.57313073,47114.0755447,NA
"417","East Asia","",2005,9371.00795389,8163.3628273,10060.7741306,1032411.06476,1097133.6697,8494.11032794,442.800859373,31650.7943172,5749.52155563,69911.0007437,251104.296121,607358.813946,65644.9034202,689828.118007,270732.743857,50751.0323588,200095.75499,963834.779497,620944.436233,516154.410914,2016963.90683,1906127.66661,735.296574846,599.347691252,423.101037302,66526.8963976,NA
"418","East Asia","",2006,7973.88740767,6840.71242717,9089.96117511,975670.253553,1070059.25425,7323.55596044,367.010388369,26955.3177045,4874.90745218,65646.2567279,244116.770536,602588.006399,65955.6109378,666408.297168,260751.463353,51947.7516797,202435.599271,930185.171422,635066.70486,512375.211278,2003279.62576,1843586.44958,664.589833876,509.65110084,318.497592883,67963.2102385,NA
"419","East Asia","",2010,4794.44180608,3822.3174072,6860.84933958,855967.383748,1096774.45562,4569.40002259,191.981121361,15966.3451293,2855.83914884,53191.3075118,239816.888608,649363.900331,69466.8182546,643663.503118,243094.348193,55222.9192875,235159.95451,912678.577307,732354.753634,575455.058232,2184284.83569,1872482.58371,461.460272291,299.025483999,118.095772056,74198.7417846,NA
"420","East Asia","",2016,3340.21224768,2453.38775778,5244.75503801,645318.010572,1108358.74716,2529.43377684,110.289628504,8504.82265357,1469.53332031,32892.3703653,240364.484814,730463.530761,81880.4251911,594143.503705,206349.747503,64687.3568417,265718.847121,960367.401088,820145.865782,708186.303175,2375255.25355,1855764.94687,405.181606261,159.363566886,93.6725117933,83236.1444625,NA
"421","Eastern Europe","",1990,1156.10476719,1013.33158857,870.534781629,20458.5999586,211994.859852,1229.00501628,120.00376473,4906.32161647,879.283988291,11403.550618,55641.9855626,187346.880941,31079.3717868,225706.468062,123107.291484,15331.9994023,107081.161695,221803.183794,498569.855225,322974.211677,851770.499223,413331.559603,159.763597694,106.551310877,1.50378114716,8129.73299664,NA
"422","Eastern Europe","",1995,1025.20349302,886.489957415,1118.35217378,23236.7757123,252573.865227,799.656582772,74.920602422,3296.84128575,515.845682128,7623.57755859,67928.8340579,302601.790898,46450.5507148,314214.406925,145583.302765,19843.5574558,140133.303996,305187.259028,670576.928064,464579.762195,1135702.58503,563567.900512,151.616348299,69.5993553916,0.935981414914,10237.5919963,NA
"423","Eastern Europe","",2000,732.336476229,660.809945905,1174.6684209,20327.7201104,236106.278422,612.683252719,48.3713186133,2410.11190889,359.115366977,5334.20080645,64476.8440739,333804.743469,52597.6113705,306998.816622,154729.352841,20308.5714589,140549.653924,304034.949069,647815.813816,482667.582084,1140120.25228,524107.485035,95.2682651697,50.4222464707,0.527900627577,10148.7507494,NA
"424","Eastern Europe","",2005,401.731941589,358.243135574,1168.64353007,24121.6680674,237471.719737,400.811478191,23.7108994521,1426.65454823,220.885877923,3936.39838892,63587.284248,417938.638586,63875.0229706,298468.661109,160555.258825,22802.2742374,147205.505558,317143.703172,687818.410907,513426.849838,1188407.50306,538209.802739,66.0631602154,30.305074348,0.231963737672,10337.59923,NA
"425","Eastern Europe","",2006,351.64475393,310.869252683,1064.55348669,20882.7161563,225422.732312,378.601058343,21.1252299832,1314.7870569,201.692308735,3801.56194553,59738.3661353,396857.544431,62206.91706,275371.271723,151091.408391,22625.5524453,140927.225989,302472.064264,653919.18896,486013.616002,1128394.72255,499565.412236,60.7153625048,27.4029356308,0.215286842796,9857.98717145,NA
"426","Eastern Europe","",2010,267.389642607,231.360735622,873.615574201,12609.9838689,209619.608873,299.338256112,15.3882392112,966.603172994,141.448147654,3370.03126374,52633.4918551,352855.029328,58543.9755004,230913.336109,139418.090225,23617.5026767,135379.212569,287377.092188,612201.137149,452054.097166,1036817.0804,437664.476296,53.0893709671,19.7846840958,0.190425615138,8879.6628956,NA
"427","Eastern Europe","",2016,236.37156819,198.789363479,770.729857517,7961.18536311,196432.136507,249.178695574,12.7666610605,772.888307441,114.001666017,3033.47528662,47902.5374191,331259.953315,57616.9012982,217487.34003,134021.735693,23252.7153586,137092.464693,294242.918024,608406.266613,458944.436941,1023129.32355,397900.936423,54.5659577995,15.5332817279,0.158628473938,8947.89038475,NA
"428","Eastern Sub-Saharan Africa","",1990,211728.72404,190366.565723,170233.977544,238736.248022,106200.148473,48673.1395234,2793.87984184,396653.488544,121016.750073,101696.351571,21833.7859396,73641.8804395,2877.25935632,43891.4270109,34367.9746118,124635.340464,9710.57499791,61457.6721475,27038.5819306,24785.0392683,142799.886181,50916.1620033,2694.57469497,11284.4468257,49695.3495873,7353.69790421,NA
"429","Eastern Sub-Saharan Africa","",1995,230091.03032,207346.290272,182973.121395,249633.103348,112217.92591,48588.8044452,2765.2462971,397114.578787,115114.760586,105101.347354,21831.2727431,83411.6948789,7744.3027915,49830.7786032,39047.2481556,317426.659613,11253.333536,69670.1671353,33511.4159486,29082.5761396,163951.965078,56074.8790448,2943.50926898,11247.4534102,42391.0378624,8584.29782717,NA
"430","Eastern Sub-Saharan Africa","",2000,222815.071151,201117.655224,178352.580651,250341.632033,114101.397467,41317.0774362,2355.53808975,351015.893333,91749.2480718,110081.287294,21045.1832942,98057.7087513,12639.3657675,52347.713871,41834.3759595,485131.453979,12523.68622,79425.7025771,38016.5950905,34814.099376,180215.475142,60202.7900073,3072.6761489,9282.61231076,30596.9213356,9763.56266602,NA
