"","Country","Code","Year","Unsafe.water.source..deaths.","Poor.sanitation..deaths.","No.access.to.handwashing.facility..deaths.","Household.air.pollution..deaths.","Outdoor.air.pollution..deaths.","Non.exclusive.breastfeeding..deaths.","Discontinued.breastfeeding..deaths.","Child.wasting..deaths.","Child.stunting..deaths.","Low.birth.weight..deaths.","Secondhand.smoke..deaths.","Alcohol.use..deaths.","Drug.use..deaths.","Diet.low.in.fruits..deaths.","Diet.low.in.vegetables..deaths.","Unsafe.sex..deaths.","Low.physical.activity..deaths.","High.blood.sugar..deaths.","High.cholesterol..deaths.","High.body.mass.index..obesity...deaths.","High.blood.pressure..deaths.","Smoking..deaths.","Iron.deficiency..deaths.","Zinc.deficiency..deaths.","Vitamin.A.deficiency..deaths.","Low.bone.mineral.density..deaths.","Life.expectancy"
"708","Kazakhstan","KAZ",1990,865.983298516,993.919091403,615.117584435,7100.66727687,9778.9212284,1089.0526118,68.4119354648,3975.57197727,525.337463878,1917.16107395,4423.81032977,13447.6708551,2406.31692501,12208.4215167,7644.49664346,749.81811463,4966.26140823,7942.38548945,17564.0264445,15574.8758857,35214.0574998,23414.8782914,14.467550319,64.9807470172,86.7222285141,279.766013049,NA
"709","Kazakhstan","KAZ",1995,744.087320615,853.948309118,505.13078083,7960.73649762,11388.8629744,867.552198991,55.1340854393,3216.85781271,396.467793877,1458.02760087,5130.76815178,16797.3118591,3220.95768626,16682.471396,10731.5391073,974.823860416,6694.43590933,11417.7221281,25115.9426966,22162.7279186,49591.5508981,30045.2073073,11.9742403525,57.7698737301,78.1145809524,274.422146498,NA
"710","Kazakhstan","KAZ",2000,314.987740116,336.204604666,255.095718776,6392.41842211,10789.0152977,451.329276014,19.9293647285,1826.39175591,222.23833413,1201.83030384,4460.23513973,17023.5150538,3113.94370657,15989.8903349,9184.89490208,969.518937965,6694.06888356,10995.0264151,25342.1662717,21334.3395214,49031.3425705,26473.3000118,9.71554925189,30.7803816811,12.6331465623,239.366841302,63.9
"711","Kazakhstan","KAZ",2005,125.312014102,124.633007589,164.686184725,6351.86170218,10846.3161423,265.434616927,7.9234275116,1177.21319032,165.554830952,1572.29590517,4285.83514027,20123.2311114,2980.87745164,15885.9530442,5791.65627774,1113.20365429,7127.3190956,11794.2830516,27253.5277643,22480.4090285,51651.282421,26546.2073715,8.2985889217,14.9535899064,1.65481226354,347.99666645,64.6
"712","Kazakhstan","KAZ",2006,111.520965563,111.261200753,155.858577418,6260.98113132,10940.0922659,236.863128181,7.14597484369,1054.65708111,146.573381367,1623.2319552,4334.12719365,20402.459026,3000.95095978,15624.0204248,5054.61120045,1131.92182624,7153.59300396,11888.1118869,27352.9203933,22742.9622864,51533.5827607,26233.29438,8.59868778111,13.3531634421,1.41650192072,365.218417152,65
"713","Kazakhstan","KAZ",2010,60.7791836167,61.2239632605,111.688547668,4262.13256971,9541.80957834,140.427348918,4.08114994161,644.79937791,86.9035614331,1593.35316622,3609.56318755,17986.8212694,2869.49315118,12388.8075442,2782.48334838,1032.94550435,6176.23710434,10431.3507476,22854.4707566,20278.238174,42939.3824232,21783.510249,6.97721730401,8.94070610159,0.707360045247,345.312575801,67.8
"714","Kazakhstan","KAZ",2016,33.6488666576,34.1329869328,82.2793260653,3154.79347354,9359.55561089,80.9930953941,2.41819931369,354.804286395,31.4809413286,1024.32597625,3440.6144535,16260.1971399,2902.52231346,10596.6949755,2227.13609766,844.266829015,5844.83242964,10388.152449,21592.6111621,19413.1658305,39511.9898743,19460.549518,5.18017971083,9.01698698993,0.335944406134,319.239597503,NA
"715","Kenya","KEN",1990,31025.9722998,28001.8847931,22434.0233526,16883.7956842,5349.7273602,4663.25661178,206.192727093,23400.2223487,6876.93087859,6982.93921893,2234.11516257,3045.93215199,781.002719945,2262.73630376,1512.72849068,13498.2196222,465.189173325,2764.15198402,985.000198241,1300.11506216,8430.90074965,2800.18507825,110.078167742,531.718092187,3981.58623843,637.536225818,NA
"716","Kenya","KEN",1995,34394.6923583,31042.1581924,24742.5746367,17425.3474671,5875.47187072,5148.84771722,244.248600183,24701.3476565,6695.56546687,9146.09494361,2283.58544372,4090.93742491,3099.3474705,2852.7153855,1900.61931471,52503.8975446,596.398729572,3719.45035052,1353.78373471,1751.00815933,10650.8952124,3624.19829106,139.927704933,596.208265437,3948.18228354,790.117421204,NA
"717","Kenya","KEN",2000,38594.5509717,34761.706926,27161.406096,17426.4687911,6119.69403413,5358.29985123,279.035135435,24255.3658745,5951.3678457,10133.1487611,2304.33587354,4952.24982946,5135.52553509,3325.05798669,2286.58251728,89191.1824092,728.956264724,4780.00594511,1803.27848407,2274.32762423,12533.2014304,4477.90179524,158.945231166,614.272853888,3437.94225771,903.97535846,51.9
"718","Kenya","KEN",2005,42132.8027189,37996.7591824,29423.8509506,17636.961117,6028.12759627,5365.28802765,304.435499115,22820.0044551,4046.30030832,9574.1740927,2263.33188589,5881.98677865,5096.44594731,3685.1557753,2638.54783683,89476.6082989,846.950823723,5592.58064338,2216.55609951,2819.873809,14248.4334253,5116.41052995,145.634572341,628.684220597,2074.67177343,1009.31838561,54.1
"719","Kenya","KEN",2006,42136.3011209,38005.852461,29426.7716,17505.650333,5983.17163758,5317.7988771,301.30074671,22548.2157889,3915.99334194,9308.3054168,2214.64717879,6125.20359282,4779.37103421,3692.86904197,2650.20597476,84193.51381,854.798552452,5690.27519746,2246.2482485,2906.58246871,14368.9669294,5167.79169789,142.340698563,607.957764544,2134.32164367,1023.15291396,55.3
"720","Kenya","KEN",2010,40974.8603949,37006.1746524,28823.5359895,17710.8266009,6137.81709869,4531.26286674,248.758891269,20357.2276799,3232.59673857,8554.15750921,2101.64375801,7521.54290416,3250.63610191,3943.5667426,2849.37004952,57327.9527868,944.203006968,6456.38877178,2538.51034927,3610.59746497,15741.0142347,5553.16128532,138.130713105,506.737923379,1825.76125049,1147.51430883,63
"721","Kenya","KEN",2016,35899.3181773,32380.8896419,24897.0441409,16566.1286327,6508.64006932,2606.00535489,118.273110623,12443.0837874,2025.38246489,7474.09042187,1779.8635087,8856.50350757,2313.42495649,4554.34655526,3325.08927691,36910.8669643,1158.14400555,7999.89903121,3184.31406253,5172.35720455,18801.6713885,6249.85297972,148.385601437,250.994403769,1400.08908677,1451.74961804,NA
"722","Kiribati","KIR",1990,48.4802407793,41.3223969484,22.7557267208,78.0124642949,6.55296810689,6.43215050543,0.572907298192,70.9294522235,13.3829275057,38.0399739082,17.7335404986,13.613522783,0.816266874384,41.5754604132,27.7040856746,2.33910345171,12.4876679767,125.801222125,36.3502528975,106.688438994,86.5384647089,96.3588394534,0.54338554892,2.11401754549,7.73405168245,0.70160133722,NA
"723","Kiribati","KIR",1995,41.515830314,35.1081245464,19.0841905469,79.1605255709,7.03276484427,4.82239413308,0.418177702683,56.6527604261,10.2246526509,32.7750215539,18.3908877236,14.3979996358,1.26110435644,46.28481786,29.7365950536,2.74614155553,13.5320155314,145.002271432,39.0624590404,125.324844634,93.4842528183,106.110469393,0.512301214799,1.70660581794,4.37147618193,0.7343971679,NA
"724","Kiribati","KIR",2000,31.7605259731,26.3443014863,15.135562389,84.37484862,7.43757260669,4.04144734375,0.332076844336,45.8453041298,5.55546288588,29.526499406,19.3953044466,14.5430196092,2.54913254998,51.8317039261,32.7003409622,2.99738551329,15.1830957566,167.828859773,44.408917883,153.230826535,103.326278579,122.976890801,0.449738107028,1.51212248438,1.22383237278,0.824868815268,64.1
"725","Kiribati","KIR",2005,25.056068648,19.9936818948,12.0365933609,85.6794228743,6.92986058589,3.30061029507,0.222164050029,40.595600291,6.02237454648,28.2333343528,19.7399942239,15.2974582385,3.03334881208,55.986167612,34.5950729358,3.20605162434,16.9366632919,194.697619658,48.6144191468,180.083280002,113.178521169,141.298271146,0.44288231377,1.00361735418,2.05190792851,0.974702727548,64.9
"726","Kiribati","KIR",2006,24.6073780619,19.4513157745,11.8099712539,87.5293920151,5.22417462487,3.22902423812,0.212294791814,39.8690511027,5.84065285623,28.2043980557,20.1209312423,15.9094598721,3.16415022538,57.4653800448,35.657565637,3.27369185834,17.4041800429,199.272027822,50.4039147935,185.080819993,117.075105499,147.046416818,0.443969952824,0.966282596993,1.98429907337,1.01497039054,65
"727","Kiribati","KIR",2010,24.5689302158,18.6874838299,11.4176677408,91.9810735809,3.93237312082,2.99474953154,0.210133453278,35.5011951987,3.43928057729,26.3365917969,22.0211260298,16.8784872952,3.66886942874,62.2445538565,39.1265797976,3.43924474442,18.9946250711,212.654693816,56.3093767816,200.399775534,129.134779871,162.227342296,0.426581908825,1.00813489515,0.550054368925,1.1397021314,65.3
"728","Kiribati","KIR",2016,22.4198207797,16.1774219213,9.7934079718,96.2867710295,8.17443565028,1.94297129531,0.123255044792,24.8475631654,2.53054876397,21.9921104109,26.0125864261,19.7384526001,4.45640148767,73.6113811116,46.02830488,3.61733324136,22.853891554,254.430749246,67.8193749684,238.786047053,156.016392995,178.794542752,0.396496617465,0.633809639647,0.696728677315,1.38793453999,NA
"729","Kuwait","KWT",1990,9.14185350335,4.1999493267,5.48239215479,64.3835765167,368.147123627,11.1193892544,0.803164235701,38.0195566522,3.69565547074,92.5336590253,91.6480756881,8.85007069149,24.8622686863,172.508991525,66.0434441261,13.0517058249,146.745016115,629.09617326,560.513686532,712.076151464,847.980639491,417.491464174,0.429893711779,0.663807993118,0.201790513268,19.4129398796,NA
"730","Kuwait","KWT",1995,3.12242399731,1.43224659103,4.23207302842,34.8412458492,358.041796325,7.68488251286,0.271224529026,25.6087860066,2.9287864725,74.049044856,86.9670091723,8.42321476965,29.9420238823,164.953507469,42.9598979282,10.5650356348,146.630969362,651.831105531,550.529853871,699.288051561,819.753597498,399.151587253,0.405949119618,0.422085646357,0.049932899499,18.480035952,NA
"731","Kuwait","KWT",2000,2.68610412681,1.05533808274,4.22478644973,23.0820726009,410.529984293,6.11461183742,0.256496395612,15.2481498749,1.35273993093,107.685842009,94.8924084366,12.3854141289,41.2866416089,200.196408865,35.5710957995,10.3161226655,169.998388032,812.040091141,650.409454788,925.169847887,999.662378491,454.973711289,0.357707777593,0.514977975533,0.0389646299757,22.3896160223,73.2
"732","Kuwait","KWT",2005,2.84816990811,1.03383792177,5.56190555827,10.4318575555,503.791279297,5.66415666306,0.259579549028,12.1426529055,1.02668725991,117.456923605,107.927789079,15.5123218221,52.0685107284,268.37268405,56.9355587853,15.5965598395,204.703644068,937.556978291,780.14494852,1102.54145697,1188.1617025,540.395040298,0.380528951354,0.484955473018,0.0371819540931,25.8730957406,73.6
"733","Kuwait","KWT",2006,2.58320506431,0.924318082794,5.87041998553,9.40162898815,548.2815555,5.63248208125,0.238146324162,12.1771757958,1.02061775316,124.97566145,114.578462866,16.6100334785,55.3446114263,281.222631419,60.0523538728,14.9094130121,215.086212077,964.57470695,826.016234172,1154.8165836,1241.28556165,567.082595223,0.368123807329,0.49746084983,0.0340198854646,26.5521289969,73.6
"734","Kuwait","KWT",2010,3.00048087358,1.04961036905,7.20965065886,5.73776581139,684.010577561,6.85429541451,0.301864413219,15.0151486524,1.18082434457,142.741348678,134.578098732,17.9695163092,66.291046975,306.329835286,81.6895634008,15.6933428468,235.132891395,1013.54202022,914.946091414,1261.90961139,1341.80422062,587.667597164,0.473015300351,0.692673329718,0.0426534054004,27.8298286911,74
"735","Kuwait","KWT",2016,2.66460981843,0.944241748547,8.49106715175,3.21973170869,860.146018498,5.58205202968,0.241670224883,12.4882690116,0.897490647636,110.257456191,159.268726877,20.6424794145,95.97655133,374.054638368,125.623614421,18.7314307544,286.188424613,1108.02223004,1157.76230843,1602.17965068,1639.20884422,727.200786054,0.472006897445,0.580251091279,0.0353893684943,36.2841365171,NA
"736","Kyrgyzstan","KGZ",1990,496.295285789,498.312868759,293.86642031,3858.93224628,2578.51132785,580.817241772,24.9954696522,1974.38417569,468.611298947,1370.7191371,935.306059638,2488.43189608,458.167309883,2619.12312905,1606.65983383,183.670966375,1038.9636712,1556.57675116,3469.97224753,2681.69707074,7165.64424733,4027.47598216,6.48786001387,62.7950003226,52.164786147,66.5463991214,NA
"737","Kyrgyzstan","KGZ",1995,383.223779116,378.606046136,219.112383863,3890.2420934,2731.76629897,406.390364476,17.5008512171,1418.68114685,335.462333278,1035.75928625,993.049308539,2914.23295829,718.54343267,3433.54196255,2016.43135575,218.494437389,1262.21222822,2054.24968268,4416.43191477,3659.09551554,9030.6900208,5068.51148803,6.01046264838,43.1769073542,36.8750683376,64.4244179882,NA
"738","Kyrgyzstan","KGZ",2000,271.822766301,260.611353241,158.646085421,3278.78043777,2482.15753692,263.69844269,10.9879169997,1034.71483399,200.640262468,843.731418522,840.087227536,2937.37577285,671.685066082,3231.41598135,1577.13849883,250.638105563,1240.36560395,1990.66360854,4237.31245826,3507.73898358,8929.99743222,4166.51927228,4.17951166376,28.5994414535,10.5309342608,55.8266704102,66.6
"739","Kyrgyzstan","KGZ",2005,159.453622179,160.763848493,96.767342855,3235.50842445,2698.32871765,173.139148075,6.37098312039,790.152745532,121.516037175,972.514786638,878.897182304,3421.96082322,731.703068303,3435.69196586,1342.20125191,258.212218137,1474.12437997,2243.1932368,4996.06347197,4123.56384742,10177.4236438,4361.7932906,4.59962332411,17.8216347244,4.02352171091,66.6145248676,66.9
"740","Kyrgyzstan","KGZ",2006,157.883890469,161.165776029,92.5842450962,3198.53665287,2790.88039907,167.100086943,6.36449296372,768.653792494,119.629032885,1007.34561454,908.836001988,3514.58941521,764.219525949,3518.94383933,1352.34687967,266.265002001,1548.20298012,2326.83859331,5274.13208088,4295.26274076,10514.1342445,4498.83507651,4.69941427334,16.968635532,3.98789538879,68.9839451883,66.7
"741","Kyrgyzstan","KGZ",2010,146.388405371,155.635219911,77.9763516095,2405.0657769,2576.10477208,150.488811931,6.06109353585,719.906528663,119.657858669,1218.51712036,787.73359102,3095.60179196,743.658370916,3101.98706553,1123.38262277,262.878318974,1492.07526814,2147.72606463,5198.42895462,4146.08933484,9601.17726952,4129.89215636,5.1948180483,14.6887000495,3.69152298192,67.5302737235,68.8
"742","Kyrgyzstan","KGZ",2016,108.046001168,119.682767031,53.6712212237,1719.85655164,2479.82538951,106.562736021,4.76385388661,560.631237521,74.9401849921,1127.61868811,705.001529233,2769.26789697,770.487943929,2868.19502381,1046.98009929,285.595554794,1414.65681339,2123.05959303,5161.68755201,4222.25376935,9093.8312661,3914.64729092,4.6248751677,12.5525415761,3.27834061459,66.7378526211,NA
"743","Laos","LAO",1990,3682.28555169,3664.73860747,2152.60691021,7911.4486909,3444.68718634,2027.15306233,60.5174532752,10821.9052146,3616.58641805,5409.29368637,1847.34548464,2214.60271672,53.1092809939,1884.16294045,1502.48733412,236.655003048,530.805067921,2975.53387512,2327.9165139,780.031030184,5501.19616551,4966.97703823,79.7475340468,288.967138821,1914.78626568,77.9854367404,NA
"744","Laos","LAO",1995,3279.73815671,3267.00397071,1966.32727095,8304.91264489,3721.19485561,1924.01328105,54.7916712892,10282.5171224,3775.24859964,5675.27061658,1882.10616426,2308.32877125,65.5276720415,2072.90135898,1572.57390822,254.26221107,601.11455859,3501.18772677,2581.54986041,914.079969236,6066.97748909,5346.99384021,75.3500522136,244.214296257,1672.87334938,96.3431502055,NA
"745","Laos","LAO",2000,2212.40572522,2161.8011009,1542.54734766,7833.37190863,3614.95060598,1472.77258246,37.6370248112,8271.73207611,2982.32504531,5031.64832299,1741.15575157,2270.06567571,80.3488960475,2138.11993822,1420.99443917,300.389733077,652.723239721,4029.4222288,2738.3603094,1152.23512029,6515.917499,5645.92031199,67.9572242508,154.12241174,1266.85169544,117.004312726,NA
"746","Laos","LAO",2005,1660.64316616,1569.04305606,1304.62161239,7257.93621749,3648.66997704,1149.97200009,32.5891427452,5991.88617101,1744.49517122,4287.51357823,1655.18585483,2055.7549269,95.4327704623,2123.68745234,1227.49367003,437.369336365,699.95795535,4487.82692464,2875.21650827,1859.0892644,6840.01207684,5887.95836964,47.59814707,111.737303492,375.5720225,131.988836646,NA
"747","Laos","LAO",2006,1549.26737786,1460.29859612,1237.39197238,7081.10391004,3559.8222958,1075.62744802,31.1518009432,5615.07773113,1625.8237797,4210.22109474,1584.39979174,2021.10166523,100.352736161,2124.93343929,1203.21759364,469.750461312,707.350277587,4538.07411391,2901.93487368,2023.83221305,6901.53504594,5943.30954613,46.2080326598,97.6957665875,363.23970122,135.052606232,NA
"748","Laos","LAO",2010,1218.43122597,1141.58203393,1046.70653087,6701.32391292,3369.16997164,842.735114289,28.4360462209,4397.24793502,1053.40055366,3889.84346372,1446.87273189,1971.06782592,121.359839816,2095.26882745,1099.62305361,586.301368514,747.732955751,4744.97824686,3003.95702657,2528.58662937,7148.32048646,6063.37763243,38.9172526945,76.3936408883,110.292357121,147.844681968,NA
"749","Laos","LAO",2016,758.334299919,696.503535661,708.111515369,5984.89219362,3183.23112186,575.118902665,20.1906124021,3089.18685178,685.61765494,3318.91790564,1208.05742729,1969.5006455,157.199831439,2029.5800584,980.711167734,650.90437174,802.607446244,5192.59225128,3193.32548269,2991.21621863,7506.17235773,6224.96978726,29.636017927,44.8439294538,48.2182846019,167.408318702,NA
"750","Latin America and Caribbean","",1990,78834.9147127,63331.0998692,46406.8672748,110649.196001,112409.740381,42809.6240753,5579.41280135,141785.358041,25831.2905057,100252.540804,43236.9450942,141016.244714,9827.59025171,66556.0790773,81167.5623727,32689.8905752,50107.0220005,198088.331722,150956.443198,170013.668581,318113.652108,209857.85283,756.184673996,4077.59330046,4099.90708733,11171.8684151,NA
"751","Latin America and Caribbean","",1995,49663.9478745,41960.6556438,31915.5361319,93768.0256786,119718.978661,27224.2656952,3330.84713738,100731.821839,16479.2842067,85651.3341978,42617.9771309,163678.899651,13551.351045,70320.1561564,85335.9682615,55825.2033239,54411.6702654,235773.905577,163137.620511,203355.116216,352038.982231,230718.049857,713.032712583,2722.07477822,2130.28552883,12683.0615448,NA
"752","Latin America and Caribbean","",2000,29622.5867172,24848.5309482,21528.2895445,74781.7399681,123907.344281,15463.0142484,1830.85023279,64776.0847402,9681.84921878,69435.3602527,39233.157746,179720.404746,16678.2764777,68297.5309934,83387.9882532,63768.4802973,56315.3625791,269293.547932,166026.133349,236270.305404,380218.599034,237817.237438,577.752349382,1730.5758083,1043.85420626,13817.9879907,NA
"753","Latin America and Caribbean","",2005,20686.9132028,16680.4894541,16976.0902223,67491.3777564,124585.429773,9753.47136545,1057.14557719,42371.6601419,6174.34337633,56493.4439665,37756.6537794,191902.963186,19086.4970874,70481.1638739,85510.5990787,69913.8977201,61184.1581426,314695.86467,178184.683967,279805.007154,422674.136486,244170.374257,522.140550927,1214.52514541,724.509109982,15970.1629757,NA
"754","Latin America and Caribbean","",2006,19331.1368466,15516.2110358,16336.6866313,66012.3640034,122448.821791,8942.70601364,946.158309679,38791.3760137,5674.29591781,54015.0822105,37398.6734615,193820.381254,19521.2292789,70985.6663712,86285.1101141,69661.2683714,62122.5441233,321874.98298,181264.982222,288921.51597,432364.750565,244847.956419,505.745972007,1130.38762474,668.555528968,16495.2275664,NA
"755","Latin America and Caribbean","",2010,18079.9681035,14531.6993663,16013.6772619,60905.0585878,117486.416706,7236.04103989,704.09675825,30027.9018893,4344.86926965,46255.9758069,37843.6472545,205699.386673,22956.6825637,72398.1414289,90777.3765917,66485.2207528,68050.7494498,365097.917006,198580.756532,337640.143324,480523.030435,250657.630328,475.713202252,982.566685495,769.836236671,27069.6572292,NA
"756","Latin America and Caribbean","",2016,11906.0110778,9194.35953126,12827.4813968,48434.4058114,135537.138487,4298.26151486,398.31118888,17874.7920035,2487.6406965,35553.1947726,46592.2195715,225937.312491,29508.5259376,78026.2079861,101108.865152,62157.5223137,79188.8131372,446579.372489,229098.563645,412686.042043,561467.601474,263457.212177,443.040247542,523.429416832,301.893827677,23634.1759199,NA
"757","Latvia","LVA",1990,6.01638054984,4.25940932362,7.40647347271,817.889411866,3073.93532778,7.96102062166,0.597972259854,26.1573451289,3.70292686245,53.4693926603,594.315462758,1941.58310652,331.12003042,2889.70314288,2098.47452901,165.62377432,1876.2094927,2707.44040307,7178.62501481,4563.25542819,12008.1919685,5002.42777346,2.3895338912,0.378134778426,0.00416309999958,212.246900962,NA
"758","Latvia","LVA",1995,5.96509416954,4.10932622292,9.69744972141,850.921372563,3107.36931013,6.96171603723,0.479921780245,20.9303195003,3.17176097489,31.9961229042,697.78323874,2390.06621301,390.12674176,3482.25281786,2582.74921983,186.78276647,1999.92963156,3083.71463256,8100.40858633,5298.12479033,13484.4587102,6147.09427464,1.579981171,0.394867048547,0.00327205175051,222.816092664,NA
"759","Latvia","LVA",2000,3.16269788121,2.16970650069,7.27301518264,605.752526952,2257.49183091,2.68466865265,0.173005192777,7.59813819206,0.97801410893,19.4231153029,593.839104999,2019.50613414,279.783712256,2818.00813956,2068.45485302,149.388845699,1656.09217105,2618.67206251,6141.90189189,4405.56634644,10803.1220771,4700.81957041,0.534298285472,0.177661034821,0.00153975902989,192.812081326,71
"760","Latvia","LVA",2005,1.85973469296,1.25350247813,6.93839253458,603.340775226,2256.33131199,1.83050128048,0.0747069345097,5.38467753049,0.549366910264,14.4250256552,604.891394696,2299.22350738,267.491312059,2796.45215901,1974.76354318,159.241379493,1752.53053229,2859.50794069,6227.88882965,4820.23568409,11087.6488936,4997.90842236,0.395578835816,0.123130175959,0.000722514228041,162.312891469,76
"761","Latvia","LVA",2006,1.88780262697,1.27520519642,7.01865754132,605.421876026,2339.05690525,1.80085035794,0.0724608731653,5.15732397384,0.516598592378,15.0378774388,628.078654653,2429.56373429,283.250022009,2859.33108438,2003.64853129,172.031306549,1819.10158964,3011.99631879,6475.52410103,5098.25434195,11482.9949714,5130.41756752,0.417953059864,0.117323254859,0.000707777607045,162.765304546,75
"762","Latvia","LVA",2010,1.77403600175,1.23001909785,5.16766857553,445.469190369,1945.49722361,1.30935780115,0.0570776090162,4.07927740135,0.363057454089,11.3193912162,513.713159435,2278.44022196,256.876328264,2238.55404692,1490.94662642,170.959236604,1581.00516241,2719.6830437,5447.78885903,4495.95479755,9586.50851168,4095.25043153,0.43833065527,0.09665145807,0.000636660650085,124.634466603,72.8
"763","Latvia","LVA",2016,1.69774675282,1.21160900615,4.54173775181,351.124311887,1669.99451224,0.826561689212,0.0381868267266,2.50645656728,0.20610045016,8.25053155642,477.549206302,2145.81309952,231.963640617,2055.91042875,1316.55241005,152.809145883,1642.01125256,2818.15244434,5438.90666892,4377.29336462,9440.25027317,3612.90825,0.363477666396,0.0499723098553,0.000339898977013,129.219017057,NA
"764","Lebanon","LBN",1990,64.387992552,36.8384694658,33.0902304887,1.79559760428,1321.04520234,37.2558190607,3.3415960617,138.864257212,37.0807959207,550.612381306,518.112226491,446.152261211,59.881708148,200.85486324,72.6408803039,59.4291990311,817.349303914,3080.92750464,2873.09405321,2461.46479449,4561.28507234,2986.67907868,2.33499752733,1.41024827318,5.52200121027,58.430903213,NA
"765","Lebanon","LBN",1995,50.7078166876,23.2922323993,25.456075064,0.895618125452,1149.24561215,22.0286123041,2.13785212647,73.5140045218,13.8678569882,432.33599571,476.526780195,306.828781047,70.7177011123,189.073965218,36.7044741847,70.2994662764,747.699754472,2703.3330852,2573.43280149,2482.01925653,3981.27167496,2471.37718784,1.96872437853,1.21938569062,1.18403812321,53.6355535395,NA
"766","Lebanon","LBN",2000,42.202528197,12.7151967903,25.3658606525,0.451828100791,1036.29603955,11.8226795907,1.29075009273,41.6456293169,7.70922780819,287.616546736,371.661921138,183.151756032,76.6529314827,261.375061623,51.5930909253,70.2033418177,676.988420882,2379.75286709,2212.29516398,2347.94910263,3354.87093405,2292.67596099,1.36338299382,0.736074696979,0.635652924326,51.8462811765,72.7
"767","Lebanon","LBN",2005,39.047673001,9.74846716049,27.7394507365,0.275942285218,1094.02019567,8.06255666709,0.946194051496,27.1132468481,5.37439202086,196.369237948,335.180649607,146.336640021,96.4743732631,447.411398415,146.030850915,68.8292613049,721.271539014,2429.93988472,2322.05493094,2561.44729795,3599.72161834,2772.38234629,1.10649240205,0.550982735142,0.45563622482,56.7191396303,73.9
"768","Lebanon","LBN",2006,38.3730021627,9.42453595796,27.6155737287,0.253175949689,1123.38737149,7.61253794222,0.889296690449,26.356490325,5.37774132419,185.668432167,334.363060886,147.612349202,99.847798214,478.784158704,167.122758069,68.3724610442,736.546564618,2506.66734129,2363.78568192,2616.98046349,3691.34320398,2853.19233753,1.06569829111,0.495790977689,0.658479876615,58.3785787725,74.1
"769","Lebanon","LBN",2010,36.3492786381,8.73492382058,25.6660817456,0.175776477802,1231.81646046,6.36863032709,0.754845054902,19.5948908409,2.61067042602,157.150436667,337.800133717,173.912877621,115.653828504,534.307715987,202.58978583,63.7859525346,798.373499993,2773.13247513,2506.12073946,2868.68709867,3955.17546129,3119.18012695,0.927041368096,0.437759930796,0.156234799428,73.3736748908,74.9
"770","Lebanon","LBN",2016,39.0562820552,9.60900495568,27.0461338311,0.137048442372,1795.84227754,5.60610947571,0.691428374646,16.8371538604,1.90869276759,150.473755898,448.834318206,262.293237982,182.296993235,763.558013798,297.07754683,76.9089561612,1152.59232235,4051.72167509,3590.86826311,4150.19345111,5710.57907549,4469.22584412,1.06889071519,0.400138017554,0.0949078497231,98.8779015171,NA
"771","Lesotho","LSO",1990,1963.05642377,1722.78663096,1376.83926513,1275.24281301,656.445324759,385.692330495,17.8718987817,1508.2842996,270.629684459,660.558636509,351.815904056,1468.53350373,50.6662571328,535.245668722,321.169463954,360.819146544,130.361736014,1219.1360059,180.617305157,728.011221326,1580.48375394,991.788113543,4.70363408202,23.133185455,168.864311326,37.0691382283,NA
"772","Lesotho","LSO",1995,1955.08638381,1722.59883496,1392.96023293,1391.15971662,745.15864674,372.686419912,17.3389768527,1429.75703539,270.310614144,681.691929404,370.302432904,1656.13485716,88.1930599336,605.227912368,360.671407392,2326.23244094,151.582245637,1443.35847534,208.81752696,872.271582176,1790.70133736,1200.58524063,5.14469445001,21.9091148235,160.396589004,43.1766106218,NA
"773","Lesotho","LSO",2000,2083.80884929,1845.66017152,1530.47351896,1763.53622159,980.83756976,372.081767848,20.8190297577,1456.07906589,396.553213872,772.893920095,470.446459227,2497.33889109,191.348680402,811.330339667,486.125788487,8166.3520336,206.623692011,2082.1170695,303.144705823,1305.16047432,2431.49338369,1615.05286004,7.97850874964,28.3184884808,163.131859523,56.2218984398,49.3
"774","Lesotho","LSO",2005,2048.58784781,1808.93219882,1547.12918177,1928.20271785,1091.58672048,338.099354949,27.6191558659,1435.33705731,327.742089693,859.073677159,539.481828171,3483.3422954,284.873418422,964.440003067,572.968581953,13656.8050062,249.985882057,2779.08089276,387.332809783,1708.78710754,2901.77605226,2042.54942559,9.75365652524,31.9736404463,173.864724679,63.97188226,44.5
"775","Lesotho","LSO",2006,2028.92764122,1787.71747887,1537.18222135,1909.23124389,1072.42086504,336.238962908,29.146107363,1430.3750412,327.041652797,874.812698956,538.538464205,3572.95605833,288.358892806,965.026935771,571.417705496,13757.4064078,251.486628023,2827.15790713,389.066308337,1727.446077,2903.25132074,2086.77995188,9.26028280469,29.7019850799,185.879144072,64.6154701526,45.3
"776","Lesotho","LSO",2010,1923.08406602,1683.98889363,1462.70017827,1822.30585289,993.458971016,318.922809218,34.495492688,1303.06565699,270.875721716,812.090164034,539.508902031,3617.07601748,246.45737452,1016.46331774,595.823456082,10437.6881344,270.646564551,3109.26224151,427.478913531,2013.9289109,3071.61607913,2098.12502804,9.16128269567,20.3990092389,173.418497855,66.915263405,51.1
